,Date,ExitDate,Stock,Return,Profit
606,2021-04-28,2021-05-05,3515_華擎,0.12762712862413772,510508.5144965509
607,2021-04-28,2021-05-05,2014_中鴻,0.1069502759327654,427801.1037310616
608,2021-04-28,2021-05-05,00715L_期街口S&P布蘭特油正2,0.09634103469937005,385364.1387974802
609,2021-04-28,2021-05-05,2377_微星,0.08529532231843029,341181.28927372117
610,2021-05-05,2021-05-12,5608_四維航,0.2154351041650262,861740.4166601048
611,2021-05-05,2021-05-12,3228_金麗科,0.1921280239690213,768512.0958760851
612,2021-05-05,2021-05-12,3661_世芯-KY,0.18742131624374125,749685.264974965
613,2021-05-05,2021-05-12,2014_中鴻,0.1723345362701052,689338.1450804208
614,2021-05-05,2021-05-12,6547_高端疫苗,0.14180733439052529,567229.3375621012
615,2021-05-12,2021-05-19,6472_保瑞,0.3646731815918187,1458692.7263672748
616,2021-05-12,2021-05-19,6679_鈺太,0.31538378495088004,1261535.1398035202
617,2021-05-12,2021-05-19,1795_美時,0.2484564767236752,993825.9068947008
618,2021-05-12,2021-05-19,8081_致新,0.2137189592886395,854875.8371545579
619,2021-05-12,2021-05-19,2368_金像電,0.20551421333144138,822056.8533257655
620,2021-05-19,2021-05-26,3228_金麗科,0.3783723456496184,1513489.3825984737
621,2021-05-19,2021-05-26,4746_台耀,0.3626711593039429,1450684.6372157715
622,2021-05-19,2021-05-26,2615_萬海,0.3435579976187422,1374231.9904749687
623,2021-05-19,2021-05-26,3362_先進光,0.25730547753329436,1029221.9101331774
624,2021-05-19,2021-05-26,5608_四維航,0.23529045067494714,941161.8026997886
625,2021-05-26,2021-06-02,2636_台驊控股,0.5887951367069353,2355180.546827741
626,2021-05-26,2021-06-02,2603_長榮,0.2819293212066858,1127717.2848267432
627,2021-05-26,2021-06-02,3141_晶宏,0.2520619625998266,1008247.8503993064
628,2021-05-26,2021-06-02,2615_萬海,0.24121430873092176,964857.2349236871
629,2021-05-26,2021-06-02,4919_新唐,0.20326105571434838,813044.2228573936
630,2021-06-02,2021-06-09,3228_金麗科,0.23647123146688998,945884.9258675599
631,2021-06-02,2021-06-09,3141_晶宏,0.16540636885505156,661625.4754202062
632,2021-06-02,2021-06-09,3131_弘塑,0.15904891597745308,636195.6639098123
633,2021-06-02,2021-06-09,6485_點序,0.15638335071184528,625533.4028473811
